nozzle_r,p_launch,z_apoggee
0.7999999999999999,47.01,0.0
0.7999999999999999,48.01,0.0
0.7999999999999999,49.01,0.0
0.7999999999999999,50.01,0.0
0.7999999999999999,51.01,0.0
0.7999999999999999,52.01,0.0
0.7999999999999999,53.01,0.0
0.7999999999999999,54.01,0.0
0.7999999999999999,55.01,0.0
0.7999999999999999,56.01,0.0
0.7999999999999999,57.01,0.0
0.7999999999999999,58.01,0.0
0.7999999999999999,59.01,0.0
0.7999999999999999,60.01,0.0
0.7999999999999999,61.01,0.0
0.7999999999999999,62.01,0.0
0.7999999999999999,63.01,0.0
0.7999999999999999,64.00999999999999,0.0
0.7999999999999999,65.00999999999999,0.0
0.7999999999999999,66.00999999999999,0.0
0.7999999999999999,67.00999999999999,0.0
0.7999999999999999,68.00999999999999,0.0
0.7999999999999999,69.00999999999999,0.0
0.7999999999999999,70.00999999999999,0.0
0.7999999999999999,71.00999999999999,0.0
0.7999999999999999,72.00999999999999,0.0
0.7999999999999999,73.00999999999999,0.0
0.7999999999999999,74.00999999999999,0.0
0.7999999999999999,75.00999999999999,0.0
0.7999999999999999,76.00999999999999,0.0
0.7999999999999999,77.00999999999999,0.0
0.7999999999999999,78.00999999999999,0.0
0.7999999999999999,79.00999999999999,0.0
0.7999999999999999,80.00999999999999,0.0
0.7999999999999999,81.00999999999999,0.0
0.7999999999999999,82.00999999999999,0.0
0.7999999999999999,83.00999999999999,0.0
0.7999999999999999,84.00999999999999,0.0
0.7999999999999999,85.00999999999999,0.0
0.7999999999999999,86.00999999999999,0.0
0.7999999999999999,87.00999999999999,0.0
0.7999999999999999,88.00999999999999,0.0
0.7999999999999999,89.00999999999999,0.0
0.7999999999999999,90.00999999999999,0.0
0.7999999999999999,91.00999999999999,0.0
0.7999999999999999,92.00999999999999,0.0
0.7999999999999999,93.00999999999999,0.0
0.7999999999999999,94.00999999999999,0.0
0.7999999999999999,95.00999999999999,0.0
0.7999999999999999,96.00999999999999,0.0
0.7999999999999999,97.00999999999999,0.0
0.7999999999999999,98.00999999999999,0.0
0.7999999999999999,99.00999999999999,0.0
0.7999999999999999,100.00999999999999,0.0
0.8999999999999999,0.01,0.0
0.8999999999999999,1.01,0.0
0.8999999999999999,2.01,0.0
0.8999999999999999,3.01,0.0
0.8999999999999999,4.01,0.0
0.8999999999999999,5.01,0.0
0.8999999999999999,6.01,0.0
0.8999999999999999,7.01,0.0
0.8999999999999999,8.01,0.0
0.8999999999999999,9.01,0.0
0.8999999999999999,10.01,0.0
0.8999999999999999,11.01,0.0
0.8999999999999999,12.01,0.0
0.8999999999999999,13.01,0.0
0.8999999999999999,14.01,0.0
0.8999999999999999,15.01,0.0
0.8999999999999999,16.009999999999998,0.0
0.8999999999999999,17.009999999999998,0.0
0.8999999999999999,18.009999999999998,0.0
0.8999999999999999,19.009999999999998,0.0
0.8999999999999999,20.009999999999998,0.0
0.8999999999999999,21.009999999999998,0.0
0.8999999999999999,22.009999999999998,0.0
0.8999999999999999,23.009999999999998,0.0
0.8999999999999999,24.009999999999998,0.0
0.8999999999999999,25.009999999999998,0.0
0.8999999999999999,26.009999999999998,0.0
0.8999999999999999,27.009999999999998,0.0
0.8999999999999999,28.009999999999998,0.0
0.8999999999999999,29.009999999999998,0.0
0.8999999999999999,30.009999999999998,0.0
0.8999999999999999,31.009999999999998,0.0
0.8999999999999999,32.01,0.0
0.8999999999999999,33.01,0.0
0.8999999999999999,34.01,0.0
0.8999999999999999,35.01,0.0
0.8999999999999999,36.01,0.0
0.8999999999999999,37.01,0.0
0.8999999999999999,38.01,0.0
0.8999999999999999,39.01,0.0
0.8999999999999999,40.01,0.0
0.8999999999999999,41.01,0.0
0.8999999999999999,42.01,0.0
0.8999999999999999,43.01,0.0
0.8999999999999999,44.01,0.0
0.8999999999999999,45.01,0.0
0.8999999999999999,46.01,0.0
0.8999999999999999,47.01,0.0
0.8999999999999999,48.01,0.0
0.8999999999999999,49.01,0.0
0.8999999999999999,50.01,0.0
0.8999999999999999,51.01,0.0
0.8999999999999999,52.01,0.0
0.8999999999999999,53.01,0.0
0.8999999999999999,54.01,0.0
0.8999999999999999,55.01,0.0
0.8999999999999999,56.01,0.0
0.8999999999999999,57.01,0.0
0.8999999999999999,58.01,0.0
0.8999999999999999,59.01,0.0
0.8999999999999999,60.01,0.0
0.8999999999999999,61.01,0.0
0.8999999999999999,62.01,0.0
0.8999999999999999,63.01,0.0
0.8999999999999999,64.00999999999999,0.0
0.8999999999999999,65.00999999999999,0.0
0.8999999999999999,66.00999999999999,0.0
0.8999999999999999,67.00999999999999,0.0
0.8999999999999999,68.00999999999999,0.0
0.8999999999999999,69.00999999999999,0.0
0.8999999999999999,70.00999999999999,0.0
0.8999999999999999,71.00999999999999,0.0
0.8999999999999999,72.00999999999999,0.0
0.8999999999999999,73.00999999999999,0.0
0.8999999999999999,74.00999999999999,0.0
0.8999999999999999,75.00999999999999,0.0
0.8999999999999999,76.00999999999999,0.0
0.8999999999999999,77.00999999999999,0.0
0.8999999999999999,78.00999999999999,0.0
0.8999999999999999,79.00999999999999,0.0
0.8999999999999999,80.00999999999999,0.0
0.8999999999999999,81.00999999999999,0.0
0.8999999999999999,82.00999999999999,0.0
0.8999999999999999,83.00999999999999,0.0
0.8999999999999999,84.00999999999999,0.0
0.8999999999999999,85.00999999999999,0.0
0.8999999999999999,86.00999999999999,0.0
0.8999999999999999,87.00999999999999,0.0
0.8999999999999999,88.00999999999999,0.0
0.8999999999999999,89.00999999999999,0.0
0.8999999999999999,90.00999999999999,0.0
0.8999999999999999,91.00999999999999,0.0
0.8999999999999999,92.00999999999999,0.0
0.8999999999999999,93.00999999999999,0.0
0.8999999999999999,94.00999999999999,0.0
0.8999999999999999,95.00999999999999,0.0
0.8999999999999999,96.00999999999999,0.0
0.8999999999999999,97.00999999999999,0.0
0.8999999999999999,98.00999999999999,0.0
0.8999999999999999,99.00999999999999,0.0
0.8999999999999999,100.00999999999999,0.0
0.9999999999999999,0.01,0.0
0.9999999999999999,1.01,0.0
0.9999999999999999,2.01,0.0
0.9999999999999999,3.01,0.0
0.9999999999999999,4.01,0.0
0.9999999999999999,5.01,0.0
0.9999999999999999,6.01,0.0
0.9999999999999999,7.01,0.0
0.9999999999999999,8.01,0.0
0.9999999999999999,9.01,0.0
0.9999999999999999,10.01,0.0
0.9999999999999999,11.01,0.0
0.9999999999999999,12.01,0.0
0.9999999999999999,13.01,0.0
0.9999999999999999,14.01,0.0
0.9999999999999999,15.01,0.0
0.9999999999999999,16.009999999999998,0.0
0.9999999999999999,17.009999999999998,0.0
0.9999999999999999,18.009999999999998,0.0
0.9999999999999999,19.009999999999998,0.0
0.9999999999999999,20.009999999999998,0.0
0.9999999999999999,21.009999999999998,0.0
0.9999999999999999,22.009999999999998,0.0
0.9999999999999999,23.009999999999998,0.0
0.9999999999999999,24.009999999999998,0.0
0.9999999999999999,25.009999999999998,0.0
0.9999999999999999,26.009999999999998,0.0
0.9999999999999999,27.009999999999998,0.0
0.9999999999999999,28.009999999999998,0.0
0.9999999999999999,29.009999999999998,0.0
0.9999999999999999,30.009999999999998,0.0
0.9999999999999999,31.009999999999998,0.0
0.9999999999999999,32.01,0.0
0.9999999999999999,33.01,0.0
0.9999999999999999,34.01,0.0
0.9999999999999999,35.01,0.0
0.9999999999999999,36.01,0.0
0.9999999999999999,37.01,0.0
0.9999999999999999,38.01,0.0
0.9999999999999999,39.01,0.0
0.9999999999999999,40.01,0.0
0.9999999999999999,41.01,0.0
0.9999999999999999,42.01,0.0
0.9999999999999999,43.01,0.0
0.9999999999999999,44.01,0.0
0.9999999999999999,45.01,0.0
0.9999999999999999,46.01,0.0
0.9999999999999999,47.01,0.0
0.9999999999999999,48.01,0.0
0.9999999999999999,49.01,0.0
0.9999999999999999,50.01,0.0
0.9999999999999999,51.01,0.0
0.9999999999999999,52.01,0.0
0.9999999999999999,53.01,0.0
0.9999999999999999,54.01,0.0
0.9999999999999999,55.01,0.0
0.9999999999999999,56.01,0.0
0.9999999999999999,57.01,0.0
0.9999999999999999,58.01,0.0
0.9999999999999999,59.01,0.0
0.9999999999999999,60.01,0.0
0.9999999999999999,61.01,0.0
0.9999999999999999,62.01,0.0
0.9999999999999999,63.01,0.0
0.9999999999999999,64.00999999999999,0.0
0.9999999999999999,65.00999999999999,0.0
0.9999999999999999,66.00999999999999,0.0
0.9999999999999999,67.00999999999999,0.0
0.9999999999999999,68.00999999999999,0.0
0.9999999999999999,69.00999999999999,0.0
0.9999999999999999,70.00999999999999,0.0
0.9999999999999999,71.00999999999999,0.0
0.9999999999999999,72.00999999999999,0.0
0.9999999999999999,73.00999999999999,0.0
0.9999999999999999,74.00999999999999,0.0
0.9999999999999999,75.00999999999999,0.0
0.9999999999999999,76.00999999999999,0.0
0.9999999999999999,77.00999999999999,0.0
0.9999999999999999,78.00999999999999,0.0
0.9999999999999999,79.00999999999999,0.0
0.9999999999999999,80.00999999999999,0.0
0.9999999999999999,81.00999999999999,0.0
0.9999999999999999,82.00999999999999,0.0
0.9999999999999999,83.00999999999999,0.0
0.9999999999999999,84.00999999999999,0.0
0.9999999999999999,85.00999999999999,0.0
0.9999999999999999,86.00999999999999,0.0
0.9999999999999999,87.00999999999999,0.0
0.9999999999999999,88.00999999999999,0.0
0.9999999999999999,89.00999999999999,0.0
0.9999999999999999,90.00999999999999,0.0
0.9999999999999999,91.00999999999999,0.0
0.9999999999999999,92.00999999999999,0.0
0.9999999999999999,93.00999999999999,0.0
0.9999999999999999,94.00999999999999,0.0
0.9999999999999999,95.00999999999999,0.0
0.9999999999999999,96.00999999999999,0.0
0.9999999999999999,97.00999999999999,0.0
0.9999999999999999,98.00999999999999,0.0
0.9999999999999999,99.00999999999999,0.0
0.9999999999999999,100.00999999999999,0.0
1.0999999999999999,0.01,0.0
1.0999999999999999,1.01,0.0
1.0999999999999999,2.01,0.0
1.0999999999999999,3.01,0.0
1.0999999999999999,4.01,0.0
1.0999999999999999,5.01,0.0
1.0999999999999999,6.01,0.0
1.0999999999999999,7.01,0.0
1.0999999999999999,8.01,0.0
1.0999999999999999,9.01,0.0
1.0999999999999999,10.01,0.0
1.0999999999999999,11.01,0.0
1.0999999999999999,12.01,0.0
1.0999999999999999,13.01,0.0
1.0999999999999999,14.01,0.0
1.0999999999999999,15.01,0.0
1.0999999999999999,16.009999999999998,0.0
1.0999999999999999,17.009999999999998,0.0
1.0999999999999999,18.009999999999998,0.0
1.0999999999999999,19.009999999999998,0.0
1.0999999999999999,20.009999999999998,0.0
1.0999999999999999,21.009999999999998,0.0
1.0999999999999999,22.009999999999998,0.0
1.0999999999999999,23.009999999999998,0.0
1.0999999999999999,24.009999999999998,0.0
1.0999999999999999,25.009999999999998,0.0
1.0999999999999999,26.009999999999998,0.0
1.0999999999999999,27.009999999999998,0.0
1.0999999999999999,28.009999999999998,0.0
1.0999999999999999,29.009999999999998,0.0
1.0999999999999999,30.009999999999998,0.0
1.0999999999999999,31.009999999999998,0.0
1.0999999999999999,32.01,0.0
1.0999999999999999,33.01,0.0
1.0999999999999999,34.01,0.0
1.0999999999999999,35.01,0.0
1.0999999999999999,36.01,0.0
1.0999999999999999,37.01,0.0
1.0999999999999999,38.01,0.0
1.0999999999999999,39.01,0.0
1.0999999999999999,40.01,0.0
1.0999999999999999,41.01,0.0
1.0999999999999999,42.01,0.0
1.0999999999999999,43.01,0.0
1.0999999999999999,44.01,0.0
1.0999999999999999,45.01,0.0
1.0999999999999999,46.01,0.0
1.0999999999999999,47.01,0.0
1.0999999999999999,48.01,0.0
1.0999999999999999,49.01,0.0
1.0999999999999999,50.01,0.0
1.0999999999999999,51.01,0.0
1.0999999999999999,52.01,0.0
1.0999999999999999,53.01,0.0
1.0999999999999999,54.01,0.0
1.0999999999999999,55.01,0.0
1.0999999999999999,56.01,0.0
1.0999999999999999,57.01,0.0
1.0999999999999999,58.01,0.0
1.0999999999999999,59.01,0.0
1.0999999999999999,60.01,0.0
1.0999999999999999,61.01,0.0
1.0999999999999999,62.01,0.0
1.0999999999999999,63.01,0.0
1.0999999999999999,64.00999999999999,0.0
1.0999999999999999,65.00999999999999,0.0
1.0999999999999999,66.00999999999999,0.0
1.0999999999999999,67.00999999999999,0.0
1.0999999999999999,68.00999999999999,0.0
1.0999999999999999,69.00999999999999,0.0
1.0999999999999999,70.00999999999999,0.0
1.0999999999999999,71.00999999999999,0.0
1.0999999999999999,72.00999999999999,0.0
1.0999999999999999,73.00999999999999,0.0
1.0999999999999999,74.00999999999999,0.0
1.0999999999999999,75.00999999999999,0.0
1.0999999999999999,76.00999999999999,0.0
1.0999999999999999,77.00999999999999,0.0
1.0999999999999999,78.00999999999999,0.0
1.0999999999999999,79.00999999999999,0.0
1.0999999999999999,80.00999999999999,0.0
1.0999999999999999,81.00999999999999,0.0
1.0999999999999999,82.00999999999999,0.0
1.0999999999999999,83.00999999999999,0.0
1.0999999999999999,84.00999999999999,0.0
1.0999999999999999,85.00999999999999,0.0
1.0999999999999999,86.00999999999999,0.0
1.0999999999999999,87.00999999999999,0.0
1.0999999999999999,88.00999999999999,0.0
1.0999999999999999,89.00999999999999,0.0
1.0999999999999999,90.00999999999999,0.0
1.0999999999999999,91.00999999999999,0.0
1.0999999999999999,92.00999999999999,0.0
1.0999999999999999,93.00999999999999,0.0
1.0999999999999999,94.00999999999999,0.0
1.0999999999999999,95.00999999999999,0.0
1.0999999999999999,96.00999999999999,0.0
1.0999999999999999,97.00999999999999,0.0
1.0999999999999999,98.00999999999999,0.0
1.0999999999999999,99.00999999999999,0.0
1.0999999999999999,100.00999999999999,0.0
1.2,0.01,0.0
1.2,1.01,0.0
1.2,2.01,0.0
1.2,3.01,0.0
1.2,4.01,0.0
1.2,5.01,0.0
1.2,6.01,0.0
1.2,7.01,0.0
1.2,8.01,0.0
1.2,9.01,0.0
1.2,10.01,0.0
1.2,11.01,0.0
1.2,12.01,0.0
1.2,13.01,0.0
1.2,14.01,0.0
1.2,15.01,0.0
1.2,16.009999999999998,0.0
1.2,17.009999999999998,0.0
1.2,18.009999999999998,0.0
1.2,19.009999999999998,0.0
1.2,20.009999999999998,0.0
1.2,21.009999999999998,0.0
1.2,22.009999999999998,0.0
1.2,23.009999999999998,0.0
1.2,24.009999999999998,0.0
1.2,25.009999999999998,0.0
1.2,26.009999999999998,0.0
1.2,27.009999999999998,0.0
1.2,28.009999999999998,0.0
1.2,29.009999999999998,0.0
1.2,30.009999999999998,0.0
1.2,31.009999999999998,0.0
1.2,32.01,0.0
1.2,33.01,0.0
1.2,34.01,0.0
1.2,35.01,0.0
1.2,36.01,0.0
1.2,37.01,0.0
1.2,38.01,0.0
1.2,39.01,0.0
1.2,40.01,0.0
1.2,41.01,0.0
1.2,42.01,0.0
1.2,43.01,0.0
1.2,44.01,0.0
1.2,45.01,0.0
1.2,46.01,0.0
1.2,47.01,0.0
1.2,48.01,0.0
1.2,49.01,0.0
1.2,50.01,0.0
1.2,51.01,0.0
1.2,52.01,0.0
1.2,53.01,0.0
1.2,54.01,0.0
1.2,55.01,0.0
1.2,56.01,0.0
1.2,57.01,0.0
1.2,58.01,0.0
1.2,59.01,0.0
1.2,60.01,0.0
1.2,61.01,0.0
1.2,62.01,0.0
1.2,63.01,0.0
1.2,64.00999999999999,0.0
1.2,65.00999999999999,0.0
1.2,66.00999999999999,0.0
1.2,67.00999999999999,0.0
1.2,68.00999999999999,0.0
1.2,69.00999999999999,0.0
1.2,70.00999999999999,0.0
1.2,71.00999999999999,0.0
1.2,72.00999999999999,0.0
1.2,73.00999999999999,0.0
1.2,74.00999999999999,0.0
1.2,75.00999999999999,0.0
1.2,76.00999999999999,0.0
1.2,77.00999999999999,0.0
1.2,78.00999999999999,0.0
1.2,79.00999999999999,0.0
1.2,80.00999999999999,0.0
1.2,81.00999999999999,0.0
1.2,82.00999999999999,0.0
1.2,83.00999999999999,0.0
1.2,84.00999999999999,0.0
1.2,85.00999999999999,0.0
1.2,86.00999999999999,0.0
1.2,87.00999999999999,0.0
1.2,88.00999999999999,0.0
1.2,89.00999999999999,0.0
1.2,90.00999999999999,0.0
1.2,91.00999999999999,0.0
1.2,92.00999999999999,0.0
1.2,93.00999999999999,0.0
1.2,94.00999999999999,0.0
1.2,95.00999999999999,0.0
1.2,96.00999999999999,0.0
1.2,97.00999999999999,0.0
1.2,98.00999999999999,0.0
1.2,99.00999999999999,0.0
1.2,100.00999999999999,0.0
1.3,0.01,0.0
1.3,1.01,0.0
1.3,2.01,0.0
1.3,3.01,0.0
1.3,4.01,0.0
1.3,5.01,0.0
1.3,6.01,0.0
1.3,7.01,0.0
1.3,8.01,0.0
1.3,9.01,0.0
1.3,10.01,0.0
1.3,11.01,0.0
1.3,12.01,0.0
1.3,13.01,0.0
1.3,14.01,0.0
1.3,15.01,0.0
1.3,16.009999999999998,0.0
1.3,17.009999999999998,0.0
1.3,18.009999999999998,0.0
1.3,19.009999999999998,0.0
1.3,20.009999999999998,0.0
1.3,21.009999999999998,0.0
1.3,22.009999999999998,0.0
1.3,23.009999999999998,0.0
1.3,24.009999999999998,0.0
1.3,25.009999999999998,0.0
1.3,26.009999999999998,0.0
1.3,27.009999999999998,0.0
1.3,28.009999999999998,0.0
1.3,29.009999999999998,0.0
1.3,30.009999999999998,0.0
1.3,31.009999999999998,0.0
1.3,32.01,0.0
1.3,33.01,0.0
1.3,34.01,0.0
1.3,35.01,0.0
1.3,36.01,0.0
1.3,37.01,0.0
1.3,38.01,0.0
1.3,39.01,0.0
